"州名","見出し","現行地","統一新羅地名","景徳王以前地名","三国史記編纂時地名","音韻データ","アイヌ語解釈","出典"
"熊州","陰峯県","忠清南道 牙山市 霊仁面","陰峯県／陰岑県","牙述県","懐仁県／牙州","上古音：「牙」ŋ ɔ／ŋ ea／ŋ ăɡ／ŋ raɣ／ng rag
上古音：「述」i̯wət／ȡ ǐwət／ȡʰ juət／zd jiwət／d jət
随唐音：「陰」ʔ i̯əm／0 ǐěm／ʔ jĕm／ʔ iem／· jəm／ʔ ǐəm
随唐音：「峯」- -／pʰ ǐwoŋ／pʰ juoŋ／pʰ iuoŋ／ph jwong／pfʰ ǐuŋ
随唐音：「岑」dʐʰ i̯əm／dʒ ǐěm／dʒʰ jem／dʐ iɪm／dẓ jəm／dʒʰ ǐəm
随唐音：「牙」ŋ a／ŋ a／ŋ a／ŋ a／ng a／ŋ a","アイヌ語：「牙述（県）」
＝「キル・アク・テュ・アッ(kir-ak-tu-at)」＝「山脚の・弟の（ように小さい）or矢を射る・峰が・たくさんある（ところ）」
or「キル・アゥ・ウン・テュ・アッ(kir-aw-un-tu-at)」＝「山脚の・角、枝分かれ・にある・峰が・たくさんある（ところ）」
アイヌ語：「陰峯（県）」＝「イ・アム・ピル・アゥ・ウン(i-am-pir-aw-un)」＝「その・爪の（ような鋭い峰の）・傷の（ように切り刻まれた）・角、枝分かれ・にある（ところ）」
アイヌ語：「陰岑（県）」＝「イ・アム・テュ・イ・アム(i-am-tu-i-am)」＝「その・爪の（ような鋭い峰の）・峰・その・爪」
アイヌ語：「牙（洲）」
＝「キル・アゥ(kir-aw)」＝「山脚の・角、枝分かれ」","jomon2_bnum63.html"
"熊州","祁梁県","忠清南道 牙山市 新昌面","祁梁県／新昌県","屈直県","祁梁県","上古音：「屈」kʰ i̯wət／kʰ ǐwət／kʰ juə̆t／kʰ jwət／khw jət
上古音：「直」dʰ i̯ək／d ǐək／dʰ jək／d iək／d rjək
随唐音：「祁」ɡʰ ji／g i／ɡʰ jĕi／ɡ iei／g ji／ɡʰ ǐe
随唐音：「梁」l i̯aŋ／l ǐaŋ／l jɑŋ／l iɑŋ／l jang／l ǐɑŋ
随唐音：「新」s i̯ĕn／s ǐěn／s jen／s iɪn／s jĕn／s ǐen
随唐音：「昌」tɕʰ i̯aŋ／tɕʰ ǐaŋ／tɕʰ jɑŋ／tɕʰ iɑŋ／tśh jang／tɕʰ ǐɑŋ","アイヌ語：「屈直（県）」
＝「キル・アッ・テュ・アク(kir-at-tu-ak)」＝「山脚が・たくさんある・峰の・弟（のように小さいもの）or矢を射る（ところ）」
アイヌ語：「祁梁（県）」＝「キル・エ・エン・リ・アゥ・ウン(kir-e-en-ri-aw-un)」＝「山脚が・そこで・突き出ている・高い・角、枝分かれ・にある（ところ）」
アイヌ語：「新昌（県）」＝「シル・エ・エン・テュ・アゥ・ウン(sir-e-en-tu-aw-un)」＝「山が・そこで・突き出ている・峰の・角、枝分かれ・にある（ところ）」","jomon2_bnum63.html"
"尚州","尚州","慶尚北道 尚州市","尚州","沙伐国","尚州","上古音：「沙」s a／ʃ eai／s a／s ra／s rar
上古音：「伐」bʰ i̯wăt／b ǐwat／bʰ juăt／b jwat／b jat
随唐音：「上」ʑ i̯aŋ／ʑ ǐaŋ／ʑ jɑŋ／dʑ iɑŋ／ź jang／ʑ ǐɑŋ
随唐音：「尚」ʑ i̯aŋ／ʑ ǐaŋ／ʑ jɑŋ／dʑ iɑŋ／ź jang／ʑ ǐɑŋ","アイヌ語：「沙伐（国）」＝
「サ・アプ・イ・ワ・アッ(sa-ap-i-wa-at)」＝「浜の・釣り針の（ように曲がった）・その・岸が・たくさんある（ところ）」
アイヌ語：「上（州）」＝
「チゥ・アゥ・ウン(ciw-aw-un)」＝「水流、水脈の・角、枝分かれ・にある（ところ）」
アイヌ語：「尚（州）」＝
「チゥ・アゥ・ウン(ciw-aw-un)」＝「水流、水脈の・角、枝分かれ・にある（ところ）」","jomon2_bnum64.html"
"尚州","青驍県","慶尚北道 尚州市 青里面","青驍県","青里火県（or音里火県）／青里火県／音里火県","新豊県／青里県","上古音：「青」tsʰ ieŋ／tsʰ ieŋ／tsʰ ieŋ／tsʰ eŋ／tsh ing
上古音：「里」l i̯əɡ／l ǐə／l jəɡ／l iəɣ／l jəgx
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
上古音：「音」ʔ i̯əm／0 ǐəm／ʔ jəm／ʔ iəm／· jəm
随唐音：「青」tsʰ ieŋ／tsʰ ieŋ／tsʰ ieŋ／tsʰ iɛŋ／tsh ieng／tsʰ ieŋ
随唐音：「驍」- -／k ieu／k iɛu／k iɛu／k ieu／k ieu
随唐音：「里」l ji／l ǐə／l i／l i／l ï／l ǐə","アイヌ語：「青里火（県）」
＝「テュ・エ・エン・リク・ハィ(tu-e-en-rik-hay)」＝「峰が・そこで・突き出ている・高台の・カジキマグロの顎（のように鋭く突き出た峰）」
or「テュ・エ・エン・リ・エン・ハィ(tu-e-en-ri-en-hay)」＝「峰が・そこで・突き出ている・高く・突き出ている・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「音里火（県）」
＝「イ・アム・リク・ハィ(i-am-rik-hay)」＝「その・爪の（ように平べったく鋭い）・高台の・カジキマグロの顎（のように鋭く突き出た峰）」
or「イ・アム・リ・エン・ハィ(i-am-ri-en-hay)」＝「その・爪の（ように平べったく鋭い）・高く・突き出ている・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「青驍（県）」
＝「テュ・エ・エン・キル・エ・ウン(tu-e-en-kir-e-un)」＝「峰が・そこで・突き出ている・山脚の・頭、岬・にある（ところ）」
アイヌ語：「青里（県）」
＝「テュ・エ・エン・リ・エ(tu-e-en-ri-e)」＝「峰が・そこで・突き出ている・高い・頭」","jomon2_bnum64.html"
"尚州","多仁県","慶尚北道 義城郡 多仁面","多仁県","達己県／多己県","多仁県","上古音：「達」ʰ ɑt／- -／tʰ ɑt／- -／th at
上古音：「達」dʰ ɑt／d at／dʰ ɑt／d at／d at
上古音：「己」k i̯əɡ／k ǐə／k jəɡ／k iəɣ／k jəgx
上古音：「多」t ɑ／t ai／t ɑ／t a／t ar
随唐音：「多」t ɑ／t ɑ／t ɑ／t ɑ／t â／t ɑ
随唐音：「仁」ȵʑ i̯ĕn／ɽ ǐěn／ȵ jen／ȵ iɪn／ńź jĕn／nʑ ǐen","アイヌ語：「達己（県）」
＝「テュ・アッ・キル・ケ(tu-at-kir-ke)」＝「峰が・たくさんある・山脚・のところ」
or「テュ・アッ・キル・エ・エン(tu-at-kir-e-en)」＝「峰が・たくさんある・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「多己（県）」
＝「テュ・アゥ・キル・ケ(tu-aw-kir-ke)」＝「峰の・角、枝分かれの・山脚・のところ」
or「テュ・アゥ・キル・エ・エン(tu-aw-kir-e-en)」＝「峰の・角、枝分かれの・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「多仁（県）」
＝「テュ・アゥ・ニ・エ・エン(tu-aw-ni-e-en)」＝「峰の・角、枝分かれの・棒が・そこで・突き出ている（ところ）」
or「テュ・アゥ・ニ・テュ・エ・エン(tu-aw-ni-tu-e-en)」＝「峰の・角、枝分かれの・棒の・峰が・そこで・突き出ている（ところ）」","jomon2_bnum64.html"
"尚州","化昌県","慶尚北道 尚州市 化西面","化昌県","知乃彌知県","未詳","上古音：「知」t i̯ĕɡ／t ǐe／t jeɡ／t ieɣ／t rig
上古音：「乃」n əɡ／n ə／n ə̂ɡ／n əɣ／n əgx
上古音：「彌」m i̯ăr／m ǐei／- -／m jie／- -
随唐音：「化」x wa／h wa／x ua／x ua／x wa／x ua
随唐音：「昌」tɕʰ i̯aŋ／tɕʰ ǐaŋ／tɕʰ jɑŋ／tɕʰ iɑŋ／tśh jang／tɕʰ ǐɑŋ","アイヌ語：「知乃彌知（県）」
＝「テュ・エ・エン・ニ・エ・エン・ムィ・エ・エン・テュ・エ・エン(tu-e-en-ni-e-en-muy-e-en-tu-e-en)」＝「峰が・そこで・突き出ている（ところ）・棒（のように細長い峰）が・そこで・突き出ている（ところ）・頂が・そこで・突き出ている（ところ）・峰が・そこで・突き出ている（ところ）」
アイヌ語：「化昌（県）」
＝「ホ・アゥ・テュ・アゥ・ウン(ho-aw-tu-aw-un)」＝「尻、山裾の・角、枝分かれ・峰の・角、枝分かれ・にある（ところ）」","jomon2_bnum64.html"
"尚州","醴泉郡","慶尚北道 醴泉郡 醴泉邑","醴泉郡","水酒郡","甫州","上古音：「水」ɕ i̯wər／ɕ ǐwei／ç jued／stʰ jiwer／h rjidx
上古音：「酒」ts／ts ǐu／ts jŏɡ／ts jəw／ts jəgwx
随唐音：「醴」l iei／l iei／l iɛi／l iɛi／l iei／l iei
随唐音：「泉」dzʰ i̯wɛn／dz ǐwɛn／dzʰ juæn／dz iuæn／dz jwän／dzʰ ǐuɛn
随唐音：「甫」p i̯u／p ǐu／p juo／p iuo／p ju／pf ǐu","アイヌ語：「水酒（郡）」
＝「シル・エ・エン・テュ・エ・エン(sir-e-en-tu-e-en)」＝「山が・そこで・突き出ている（ところ）・峰が・そこで・突き出ている（ところ）」
アイヌ語：「醴泉（郡）」
＝「リ・エ・エン・テュ・エ・エン(ri-e-en-tu-e-en)」＝「高い・頭が・突き出ている（ところ）・峰が・そこで・突き出ている（ところ）」
アイヌ語：「甫（州）」
＝「ピル・オ(pir-o)」＝「傷（のように切り刻まれたもの）が・多い（ところ）」","jomon2_bnum64.html"
"尚州","永安県","尚北道 安東市 豊山邑","永安県","下枝県","豊山県","上古音：「下」ɡʰ ɔ／ɣ ea／ɣ ăɡ／ɡ raɣ／g ragx
上古音：「枝」ȶ i̯ĕɡ／ȶ ǐe／c jeɡ／t jieɣ／k rjig
随唐音：「永」j i̯wɐŋ／ɣ ǐwɐŋ／ɣ juɐŋ／j iuaŋ／j wɐng／j ǐuaŋ
随唐音：「安」ʔ ɑn／0 ɑn／ʔ ɑn／ʔ ɑn／· ân／ʔ ɑn
随唐音：「豐」pʰ i̯uŋ／pʰ ǐuŋ／pʰ juŋ／pʰ iuŋ／ph jung／pfʰ ǐoŋ
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「下枝（県）」＝「ケゥ・アゥ・ウン・テュ・エ・エン(kew-aw-un-tu-e-en)」＝「死体（墳墓）の・角、枝分かれ・にある・峰が・そこで・突き出ている（ところ）」
アイヌ語：「永安（県）」
＝「キル・アゥ・ウン・アゥ・ウン(kir-aw-un-aw-un)」＝「山脚の・角・枝分かれ・にある・角、枝分かれ・にある（ところ）」
＝「イ・アゥ・ウン・アゥ・ウン(i-aw-un-aw-un)」＝「その・角・枝分かれ・にある・角、枝分かれ・にある（ところ）」
or「イワ・ウン・アゥ・ウン(iwa-un-aw-un)」＝「先祖を祀る神聖な山・にある・角、枝分かれ・にある（ところ）」
アイヌ語：「豊山（県）」
＝「ピル・ウン・シル・エ・エン(pir-un-sir-e-en)」＝「傷（のように切り刻まれたもの）・にある・山が・そこで・突き出ている（ところ）」","jomon2_bnum64.html"
"尚州","安仁県","慶尚北道 醴泉郡 龍宮面","安仁県","蘭山県","未詳","上古音：「蘭」ɡl ɑn／l an／l ɑn／l an／gl an
上古音：「山」s ăn／ʃ ean／- -／s rian／s rian
随唐音：「安」ʔ ɑn／0 ɑn／ʔ ɑn／ʔ ɑn／· ân／ʔ ɑn
随唐音：「仁」ȵʑ i̯ĕn／ɽ ǐěn／ȵ jen／ȵ iɪn／ńź jĕn／nʑ ǐen","アイヌ語：「蘭山（県）」＝「ラン・シル・エ・エン(ran-sir-e-en)」＝「上から下に下る・山が・そこで・突き出ている（ところ）」
アイヌ語：「安仁（県）」
＝「アゥ・ウン・ニ・エ・エン(aw-un-ni-e-en)」＝「角、枝分かれ・にある・棒（のように細長い峰）が・そこで・突き出ている（ところ）」","jomon2_bnum64.html"
"尚州","嘉猷県","慶尚北道 聞慶市 山陽面","嘉猷県","近品／巾品県／近品（巾品）県","山陽県","上古音：「近」ɡʰ i̯ən／g iən／ɡʰ jə̆n／ɡ jən／g jənx
上古音：「巾」k i̯æn／k ǐən／k jən／k iən／k jiən
上古音：「品」pʰl i̯əm／pʰ ǐəm／pʰ jəm／pʰ iəm／phl jiəmx
随唐音：「嘉」k a／k a／k a／k a／k a／k a
随唐音：「猷」0 i̯ə̯u／j ǐəu／0 ju／0 iəu／ji ə̆u／0 ǐou
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn
随唐音：「陽」0 i̯aŋ／j ǐaŋ／0 jɑŋ／0 iɑŋ／ji ang／0 ǐɑŋ","アイヌ語：「近品／巾品（県）」＝「キル・エ・エン・ピル・アム(kir-e-en-pir-am)」＝「山脚が・そこで・突き出ている・傷の（ように切り刻まれたものの）・爪（のように平べったく鋭いもの）」
アイヌ語：「嘉猷（県）」＝「ク・アゥ・イ・アゥ(ku-aw-i-aw)」＝「矢（先のような形の峰）の・角、枝分かれ・その・角、枝分かれ」
アイヌ語：「山陽（県）」
＝「シル・エ・エン・イ・アゥ(sir-e-en-i-aw)・ウン）(un)」＝「山が・そこで・突き出ている・その・角、枝分かれ・にある（ところ）」","jomon2_bnum64.html"
"尚州","殷正県","慶尚北道 醴泉郡 殷豊面 殷山里","殷正県","赤牙県","山陽県／殷豊県","上古音：「赤」ȶʰ i̯ăk／ȶʰ iak／cʰ jăk／tʰ jiak／kh rjiak
上古音：「牙」ŋ ɔ／ŋ ea／ŋ ăɡ／ŋ raɣ／ng rag
随唐音：「殷」ʔ i̯ən／0 ǐən／ʔ jən／ʔ iən／· jən／ʔ ǐən
随唐音：「殷」ʔ ăn／0 æn／ʔ æn／ʔ æn／· ăn／ʔ ɐn
随唐音：「正」tɕ i̯ɛŋ／tɕ ǐɛŋ／tɕ jɛŋ／tɕ iæŋ／tś jäng／tɕ ǐɛŋ
随唐音：「豐」pʰ i̯uŋ／pʰ ǐuŋ／pʰ juŋ／pʰ iuŋ／ph jung／pfʰ ǐoŋ","アイヌ語：「赤牙（県）」＝「テュ・アク・キル・アク(tu-ak-kir-ak)」＝「峰の・弟（のように小さいもの）or矢を射る（ところ）・山脚の・弟（のように小さいもの）or矢を射る（ところ）」
アイヌ語：「殷正（県）」
＝「イ・エ・エン・テュ・エ・エン(i-e-en-tu-e-en)」＝「それが・そこで・突き出ている・峰が・そこで・突き出ている（ところ）」
アイヌ語：「殷豊（県）」
＝「イ・エ・エン・ピル・ウン(i-e-en-pir-un)」＝「それが・そこで・突き出ている・傷（のように切り刻まれたもの）・にある（もの）」","jomon2_bnum64.html"
"尚州","古昌郡","慶尚北道 安東市","古昌郡","古陁耶郡","甫州／安東府","上古音：「古」k o／k a／k ɑɡ／k aɣ／k agx
上古音：「陀」- -／d ai／- -／- -／- -
上古音：「耶」z i̯ɔ／ʎ ia／- -／ɣr aɣ／- -
随唐音：「古」k uo／k u／k uo／k uo／k uo／k u
随唐音：「昌」tɕʰ i̯aŋ／tɕʰ ǐaŋ／tɕʰ jɑŋ／tɕʰ iɑŋ／tśh jang／tɕʰ ǐɑŋ
随唐音：「安」ʔ ɑn／0 ɑn／ʔ ɑn／ʔ ɑn／· ân／ʔ ɑn
随唐音：「東」t uŋ／t uŋ／t uŋ／t uŋ／t ung／t oŋ","アイヌ語：「古陁耶（郡）」
＝「ク・アゥ・ウン・テュ・アィ・イ・アゥ・ウン(ku-aw-un-tu-ay-i-aw-un)」＝「矢（先のような形）の・角、枝分かれ・にある・峰の・矢・その・角、枝分かれ・にある（ところ）」※矢先のようい鋭く突き出た峰と川の分岐。
アイヌ語：「古昌（郡）」
＝「ク・オ・テュ・アゥ・ウン(ku-o-tu-aw-un)」＝「矢（先のような形）が・たくさんある・峰の・角、枝分かれ・にある（ところ）」
アイヌ語：「安東（府）」
＝「アゥ・ウン・テュ・ウン(aw-un-tu-un)」＝「角、枝分かれ・にある・峰・にある（ところ）」","jomon2_bnum64.html"
"尚州","直寧県","慶尚北道 安東市 一直面","直寧県","一直県","一直県","上古音：「一」ʔ i̯ĕt／0 ǐet／ʔ jet／ʔ jiet／· jit
上古音：「直」dʰ i̯ək／d ǐək／dʰ jək／d iək／d rjək
随唐音：「直」ȡʰ i̯ək／ȡ ǐək／ȡʰ jək／ɖ iek／ḍ jək／ȡʰ ǐək
随唐音：「寧」n ieŋ／n ieŋ／n ieŋ／n iɛŋ／n ieng／n ieŋ","アイヌ語：「一直（県）」＝「イェ・アッ・チゥ・イク(ye-at-ciw-ik)」＝「石、岩が・たくさんある・水流の・関節（のように折れ曲がったところ）」
アイヌ語：「直寧（県）」
＝「チゥ・イク・ニ・エ・エン(ciw-ik-ni-e-en)」＝「水流の・関節の（ように折れ曲がった）・棒（のように細長い峰）が・そこで・突き出ている（ところ）」","jomon2_bnum64.html"
"尚州","日谿県","慶尚北道 義城郡 玉山面","日谿県","熱兮県（泥兮県）／熱兮県／泥兮県","未詳","上古音：「熱」ȵ i̯at／ȵ ǐat／ȵ jæt／n jiat／n jat
上古音：「兮」- -／ɣ ie／ɣ ieɡ／ɡ eɣ／g ig
上古音：「泥」n iər／n iei／n ied／n er／n id
随唐音：「日」ȵʑ i̯ĕt／ɽ ǐět／ȵ jet／ȵ iɪt／ńź jĕt／nʑ ǐet
随唐音：「谿」kʰ iei／kʰ iei／kʰ iɛi／kʰ iɛi／kh iei／kʰ iei","アイヌ語：「熱兮（県）」＝「ニ・アッ・キル・エ・エン(ni-at-kir-e-en)」＝「棒（のように細長い峰）が・たくさんある・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「泥兮（県）」＝「ニ・エ・エン・キル・エ・エン(ni-e-en-kir-e-en)」＝「棒（のような細長い峰）が・そこで・突き出ている（ところ）・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「日谿（県）」＝「ニ・イェ・アッ・キル・エ・エン(ni-ye-at-kir-e-en)」＝「棒（のように細長い峰）の・石、岩が・たくさんある・山脚が・そこで・突き出ている（ところ）」","jomon2_bnum64.html"
"尚州","高丘県","慶尚北道義城郡丹村面","高丘県","仇火（or高近）県／仇火県／高近県","義城府","上古音：「仇」ɡʰ／g ǐu／ɡʰ jŏɡ／ɡ jəw／g jəgw
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
上古音：「高」k oɡ／k au／k ɔ̂ɡ／k aw／k agw
上古音：「近」ɡʰ i̯ən／g iən／ɡʰ jə̆n／ɡ jən／g jənx
随唐音：「高」k ɑu／k ɑu／k ɑu／k ɑu／k âu／k ɑu
随唐音：「丘」kʰ i̯ə̯u／kʰ ǐəu／kʰ ju／kʰ iəu／kh jə̆u／kʰ ǐou","アイヌ語：「仇火（県）」
＝「キル・アゥ・ハィ(kir-aw-hay)」＝「山脚の・角、枝分かれの・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「高近（県）」
＝「ク・アゥ・キル・エ・エン(ku-aw-kir-e-en)」＝「矢（先の形）の・角、枝分かれの・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「高丘（県）」
＝「ク・アゥ・キル・アゥ(ku-aw-kir-aw)」＝「矢（先の形）の・角、枝分かれ・山脚の・角、枝分かれ」","jomon2_bnum64.html"
"尚州","聞韶郡","慶尚北道 義城郡 義城邑","聞韶郡／聞韶県","召文国","義城府","上古音：「召」dʰ i̯oɡ／d ǐau／- -／d iaw／- -
上古音：「文」m i̯wən／m ǐwən／m juə̆n／m jwən／m jən
随唐音：「聞」m i̯uən／m ǐuən／m juən／m iuən／m juən／ɱ ǐuən
随唐音：「韶」ʑ i̯ɛu／ʑ ǐɛu／ʑ jæu／dʑ iæu／ź jäu／ʑ ǐɛu
随唐音：「義」ŋ jie̯ ／ŋ ǐe／ŋ jĕ／ ie／ng jĕ／ŋ ǐɛ
随唐音：「城」ʑ i̯ɛŋ／ʑ ǐɛŋ／ʑ jɛŋ／dʑ iæŋ／ź jäng／ʑ ǐɛŋ","アイヌ語：「召文（国）」＝「テュ・アゥ・ムィ・エ・エン(tu-aw-muy-e-en)」＝「峰の・角、枝分かれの・頂が・そこで・突き出ている（ところ）」
アイヌ語：「聞韶（郡）」＝「ムィ・エ・エン・テュ・アゥ(muy-e-en-tu-aw)」＝「頂が・そこで・突き出ている・峰の・角、枝分かれ」
アイヌ語：「義城（府）」
＝「キル・エ・テュ・エ・エン(kir-e-tu-e-en)」＝「山脚の・頭の・峰が・そこで・突き出ている（ところ）」","jomon2_bnum64.html"
"尚州","眞寶県","慶尚北道青松郡真宝面","眞寶県","柒巴火県","甫城","上古音：「柒」- -／tsʰ ǐet／- -／- -／- -
上古音：「巴」p ɔ／p ea／p uăɡ／p rwaɣ／p rag
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「真」tɕ i̯ĕn／tɕ ǐěn／tɕ jen／tɕ iɪn／tś jĕn／tɕ ǐen
随唐音：「寶」p ɑu／p ɑu／p ɑu／p ɑu／p âu／p ɑu
随唐音：「甫」p i̯u／p ǐu／p juo／p iuo／p ju／pf ǐu
随唐音：「城」ʑ i̯ɛŋ／ʑ ǐɛŋ／ʑ jɛŋ／dʑ iæŋ／ź jäng／ʑ ǐɛŋ","アイヌ語：「柒巴火（県）」
＝「テュ・アッ・ピル・アゥ・ハィ(tu-at-pir-aw-hay)」＝「峰が・たくさんある・傷の（ように切り刻まれた）・角、枝分かれの・カジキマグロの顎（のように鋭く突き出た峰）」
or「テュ・アッ・ピル・アク・ハィ(tu-at-pir-ak-hay)」＝「峰が・たくさんある・傷の（ように切り刻まれた）・弟の（ように小さい）or矢を射る・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「眞寶（県）」＝「テュ・エ・エン・パ・アゥ(tu-e-en-pa-aw)」＝「峰が・そこで・つきでている・頭、岬の・角、枝分かれ」
アイヌ語：「甫城（県）」
＝「ピル・オ・テュ・エ・エン(pir-o-tu-e-en)」＝「傷（のように切り刻まれたもの）が・たくさんある・峰が・そこで・突き出ている（ところ）」","jomon2_bnum64.html"
"尚州","比屋県","慶尚北道 義城郡 比安面","比屋県","柒巴火県（or幷屋）／阿火屋県／幷屋","比屋県","上古音：「阿」ʔ ɑ／0 ai／ʔ ɑ／ʔ a／· ar
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
上古音：「屋」ʔ uk／0 ɔk／ʔ ûk／ʔ ewk／· uk
上古音：「幷」p i̯ĕŋ／p ǐeŋ／p jeŋ／p jieŋ／p jing
随唐音：「比」bʰ ji／b i／bʰ jei／b iɪi／b i／bʰ ǐe
随唐音：「比」p ji／p i／p jei／p iɪi／p i／bʰ ǐe
随唐音：「屋」ʔ uk／0 uk／ʔ uk／ʔ uk／· uk／ʔ ok","アイヌ語：「阿火屋（県）」＝「アゥ・ハィ・オク(aw-hay-ok)」＝「角、枝分かれた・カジキマグロの顎（のように突き出た川）の・うなじ（の盆の窪のような窪み）」※鋭角に折れ曲がった浅い川がつくる尖った地形。
アイヌ語：「幷屋」＝「ピル・エ・エン・オク(pir-e-en-ok)」＝「傷（のように刻まれた細い川）が・そこで・突き出ている・うなじ（の盆の窪のような窪み）」
アイヌ語：「比屋（県）」＝「ピル・エ・エン・オク(pir-e-en-ok)」＝「傷（のように切り裂いたような細い川）が・そこで・突き出ている・うなじ（の盆の窪のような窪み）」","jomon2_bnum64.html"
"尚州","安賢県","慶尚北道 義城郡 安渓面 安定里","安賢県","阿尸兮県（or阿乙兮）／阿尸兮県／阿乙兮","安定県","上古音：「阿」ʔ ɑ／0 ai／ʔ ɑ／ʔ a／· ar
上古音：「尸」ɕ i̯ər／ɕ ǐei／ç jed／stʰ jier／h rjid
上古音：「兮」- -／ɣ ie／ɣ ieɡ／ɡ eɣ／g ig
上古音：「乙」ʔ i̯æt／0 ǐet／ʔ jət／ʔ iət／· jət
随唐音：「安」ʔ ɑn／0 ɑn／ʔ ɑn／ʔ ɑn／· ân／ʔ ɑn
随唐音：「賢」ɣ ien／ɣ ien／ɣ iɛn／ɣ iɛn／ɣ ien／ɣ ien
随唐音：「定」dʰ ieŋ／d ieŋ／dʰ ieŋ／d iɛŋ／d ieng／dʰ ieŋ
随唐音：「定」t ieŋ／t ieŋ／t ieŋ／t iɛŋ／t ieng／t ieŋ","アイヌ語：「阿尸兮（県）」＝「アゥ・シル・エ・エン・キル・エ・エン(aw-sir-e-en-kir-e-en)」＝「角、枝分かれの・山が・そこで・突き出ている（ところ）・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「阿乙兮（県）」＝「アゥ・イ・アッ・キル・エ・エン(aw-i-at-kir-e-en)」＝「角、枝分かれの・それが・たくさんある・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「安賢（県）」＝「アゥ・ウン・キル・エ・エン(aw-un-kir-e-en)」＝「角、枝分かれ・にある・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「安定（県）」＝「アゥ・ウン・テュ・エ・エン(aw-un-tu-e-en)」＝「角、枝分かれ・にある・峰が・そこで・突き出ている（ところ）」","jomon2_bnum64.html"
"尚州","単密県","慶尚北道 義城郡 丹密面","単密県","武冬彌知県（曷冬彌知）／武冬彌知県／曷冬彌知県","単密県","上古音：「武」m i̯wo／m ǐwa／m juaɡ／m jwaɣ／m jagx
上古音：「冬」t／t uŋ／t ôŋ／t əwŋ／t əngw
上古音：「彌」m i̯ăr／m ǐei／- -／m jie／- -
上古音：「知」t i̯ĕɡ／t ǐe／t jeɡ／t ieɣ／t rig
上古音：「曷」ɡʰ ɑt／ɣ at／ɣ ɑt／ɡ at／g at
随唐音：「單」t ɑn／t ɑn／t ɑn／t ɑn／t ân／t ɑn
随唐音：「單」- -／ʑ ǐɛn／ʑ jæn／dʑ iæn／ź jän／ʑ ǐɛn
随唐音：「密」m ǐět／m jĕt／m iet／m jĕt／m ǐet
上古音：「難」n ɑn／n an／n ɑn／n an／n an
上古音：「離」l ia／l ǐai／l ja／l ia／l jiar
上古音：「凍」t uŋ／t ɔŋ／t ûŋ／t ewŋ／t ungh","アイヌ語：「武冬彌知（県）」＝「ムィ・オ・テュ・ウン・ムィ・エ・エン・テュ・エ・エン(muy-o-tu-un-muy-e-en-tu-e-en)」＝「頂が・たくさんある・峰・にある（ところ）・頂が・そこで・突き出ている（ところ）・峰が・そこで・突き出ている（ところ）」
アイヌ語：「曷冬彌知（県）」＝「キル・アッ・テュ・ウン・ムィ・エ・エン・テュ・エ・エン」」＝「山脚が・たくさんある・峰・にある（ところ）・頂が・そこで・突き出ている（ところ）・峰が・そこで・突き出ている（ところ）」
アイヌ語：「単密（県）」＝「テュ・エ・エン・ムィ・アッ(tu-e-en-muy-at)」＝「峰が・そこで・突き出ている・頂が・たくさんある（ところ）」
アイヌ語：「難彌離彌凍」＝「ナン・ムィ・エ・エン・リ・アゥ・ムィ・エ・エン・テュ・ウン(nan-muy-e-en-ri-aw-muy-e-en-tu-un)」＝「斜面の・頂が・そこで・突き出ている・高い・角、枝分かれの・頂が・そこで・突き出ている・峰・にある（ところ）」","jomon2_bnum64.html"
