"州名","見出し","現行地","統一新羅地名","景徳王以前地名","三国史記編纂時地名","音韻データ","アイヌ語解釈","出典"
"康州","江陽郡","慶尚南道陝川郡陝川邑","江陽郡","大良（or耶）州郡","陝州","上古音：「大」tʰ ɑd, dʰ ɑd／d at／dʰ ɑd／d ar／d adh
上古音：「良」l i̯aŋ／l ǐaŋ／l jaŋ／l iaŋ／l jang
上古音：「耶」z i̯ɔ／ʎ ia／- -／ɣr aɣ／- -
上古音：「州」tɕ／ȶ ǐu／ȶ jŏɡ／t jəw／t jəgw
随唐音：「江」k ɔŋ／k ɔŋ／k ɔŋ／k oŋ／k ång／k ɔŋ
随唐音：「陽」0 i̯aŋ／j ǐaŋ／0 jɑŋ／0 iɑŋ／ji ang／0 ǐɑŋ
随唐音：「陝」- -／ɕ ǐɛm／ɕ jæm／ɕ iæm／ś jäm／ɕ ǐɛm
随唐音：「州」tɕ i̯ə̯u／tɕ ǐəu／tɕ ju／tɕ iəu／tś jə̆u／tɕ ǐou","アイヌ語：「大良州」
＝「テュ・アッ・リ・アゥ・ウン・テュ・アゥ(tu-at-ri-aw-un-tu-aw)」＝「峰が・たくさんある・高い・角、枝分かれ・にある・峰の・角、枝分かれ」
アイヌ語：「大耶州」
＝「テュ・アッ・イ・アゥ・テュ・アゥ(tu-at-i-aw-tu-aw)」＝「峰が・たくさんある・その・角、枝分かれ・峰の・角、枝分かれ」
アイヌ語：「江陽（郡）」
＝「ク・アゥ・ウン・イ・アゥ・ウン(ku-aw-un-i-aw-un)」＝「矢（先のような形の峰）の・角、枝分かれ・にある（ところ）・その・角、枝分かれ・にある（ところ）」
アイヌ語：「陝州」
＝「シル・アム・テュ・アゥ(sir-am-tu-aw)」＝「山の・爪の（ように平べったく鋭い）・峰の・角、枝分かれ」","jomon2_bnum60.html"
"康州","三岐県","慶尚南道 陝川郡大並面","三岐県","三支県（麻杖）／三支県／麻杖","三岐県","上古音：「三」s əm／s əm／s ə̂m／s əm／s əm
上古音：「支」ȶ i̯ĕɡ／ȶ ǐe／c jeɡ／t jieɣ／k rjig
上古音：「麻」m a／m eai／m ua／m rwa／m rar
上古音：「杖」dʰ i̯aŋ／d ǐaŋ／dʰ jaŋ／d jaŋ／d rjangx
随唐音：「三」s ɑm／s ɑm／s ɑm／s ɑm／s âm／s ɑm
随唐音：「岐」ɡʰ jie̯ ／g ǐe／ɡʰ je／ɡ iɪ／g jie／ɡʰ ǐɛ","アイヌ語：「三支（県）」
＝「サム・テュ・エ(sam-tu-e)」＝「隣の・峰の・頭」
アイヌ語：「麻杖」
＝「ム・アゥ・テュ・アン(mu-aw-tu-an)」＝「ふさがった・角、枝分かれの・峰・がある（ところ）」
アイヌ語：「三岐（県）」
＝「サム・キル・エ(sam-kir-e)」＝「隣の・山脚の・頭、岬」","jomon2_bnum60.html"
"康州","八谿県","慶尚南道 陜川郡 草渓面","八谿県","草八兮県","草谿県","上古音：「草」tsʰ／tsʰ u／tsʰ ôɡ／tsʰ əw／tsh əgwx
上古音：「八」p wăt／p et／p et／p ret／p riat
上古音：「兮」- -／ɣ ie／ɣ ieɡ／ɡ eɣ／g ig
随唐音：「八」p wăt／p æt／p æt／p at／p wăt／p uɐt
随唐音：「谿」kʰ iei／kʰ iei／kʰ iɛi／kʰ iɛi／kh iei／kʰ iei
随唐音：「草」tsʰ ɑu／tsʰ ɑu／tsʰ ɑu／tsʰ ɑu／tsh âu／tsʰ ɑu","アイヌ語：「草八兮（県）」
＝「テュ・ペッ・キル・エ(tu-pet-kir-e)」＝「峰の・川の・山脚の・頭」
アイヌ語：「八谿（県）」
＝「ペッ・キル・エ・エン・イ(pet-kir-e-en-i)」＝「川の・山脚が・そこで・突き出ている・ところ」
アイヌ語：「草谿（県）」
＝「テュ・アゥ・キル・エ・エン・イ(tu-aw-kir-e-en-i)」＝「峰の・角、枝分かれの・山脚が・そこで・突き出ている・ところ」","jomon2_bnum60.html"
"康州","宜桑県","慶尚南道 宜寧郡 富林面","宜桑県","辛尒県（朱鳥村、泉州県）／辛尒県／朱鳥村／泉州県","新繁県","上古音：「辛」s i̯ĕn／s ǐen／s jen／s jien／s jin
上古音：「尒」- -／- -／ȵ jer／n jie／n jidx
上古音：「朱」ȶ i̯u／ȶ ǐwɔ／ȶ juɡ／t jew／t jug
上古音：「鳥」t／t iu／t ioɡ／t eəw／t iəgwx
上古音：「村」- -／tsʰ uən／tsʰ uə̂n／- -／tsh ən
上古音：「泉」dzʰ i̯wan／d ǐwan／dzʰ juæn／dz jiwan／dz juan
上古音：「州」tɕ／ȶ ǐu／ȶ jŏɡ／t jəw／t jəgw
随唐音：「宜」ŋ jie̯ ／ŋ ǐe／ŋ jĕ／ŋ ie／ng jĕ／ŋ ǐɛ
随唐音：「桑」s ɑŋ／s ɑŋ／s ɑŋ／s ɑn／s âng／s ɑŋ
随唐音：「新」s i̯ĕn／s ǐěn／s jen／s iɪn／s jĕn／s ǐen
随唐音：「繁」bʰ uɑn／b uɑn／bʰ uɑn／b uɑn／b uân／bʰ uɑn","アイヌ語：「辛尒（県）」
＝「シル・エ・エン・ニ・エ・エン(sir-e-en-ni-e-en)」＝「山が・そこで・突き出ている（ところ）・棒（のように細長い峰）が・そこで・突き出ている（ところ）」
アイヌ語：「朱鳥村」
＝「テュ・テュ・テュ・エ・エン(tu-tu-tu-e-en)」＝「峰・峰の・峰が・そこで・突き出ている（ところ）」※たくさんの峰が突き出ているところ。
アイヌ語：「泉州（県）」
＝「テュ・アゥ・ウン・テュ・アゥ・ウン(tu-aw-un-tu-aw-un)」＝「峰の・角、枝分かれ・にある（ところ）・峰の・角、枝分かれ・にある（ところ）」
アイヌ語：「宜桑（県）」
＝「キル・エ・サン(kir-e-san)」＝「山脚が・そこで・前に出ている（ところ）」
アイヌ語：「新繁（県）」
＝「シル・エ・エン・プ・アゥ・ウン(sir-e-en-pu-aw-un)」＝「山が・そこで・突き出ている・倉の（屋根のような三角山の）・角、枝分かれ・にある（ところ）」","jomon2_bnum60.html"
"康州","星山郡","慶尚北道 高霊郡 星山面","星山郡","一利郡（里山郡）／一利郡／里山郡","加利県","上古音：「一」ʔ i̯ĕt／0 ǐet／ʔ jet／ʔ jiet／· jit
上古音：「利」l i̯əd／l ǐei／l jed／l ier／l jidh
上古音：「里」l i̯əɡ／l ǐə／l jəɡ／l iəɣ／l jəgx
上古音：「山」s ăn／ʃ ean／- -／s rian／s rian
随唐音：「星」s ieŋ／s ieŋ／s ieŋ／s iɛŋ／s ieng／s ieŋ
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn
随唐音：「加」k a／k a／k a／k a／k a／k a
随唐音：「利」l ji／l i／l jei／l iɪi／l ji／l ǐe","アイヌ語：「一利郡」＝「イ・アッ・リ・エン(i-at-ri-en)」＝「それが・たくさんある・高く・突き出ている（ところ）」
アイヌ語：「里山郡」
＝「リ・アク・シル・エ・エン(ri-ak-sir-e-en)」＝「高く・矢を射る・山が・そこで・突き出ている（ところ）」
アイヌ語：「星山（郡）」 ＝「シル・エ・エン・シル・エ・エン(sir-e-en-sir-e-en)」＝「山が・そこで・突き出ている（ところ）・山が・そこで・突き出ている（ところ）」
アイヌ語：「加利（県）」 ＝「ク・アゥ・リ・エン(ku-aw-ri-en)」＝「矢（先のような形の峰）の・角、枝分かれが・高く・突き出ている（ところ）」","jomon2_bnum60.html"
"康州","壽同県","慶尚北道 亀尾市","壽同県","斯同火県","未詳","上古音：「斯」s i̯ĕɡ ／s ǐe／s jeɡ／s jieɣ／s jig
上古音：「同」dʰ uŋ／d ɔŋ／dʰ ûŋ／d ewŋ／d ung
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「壽」ʑ i̯ə̯u／ʑ ǐəu／ʑ ju／dʑ iəu／ź jə̆u／ʑ ǐou
随唐音：「同」dʰ uŋ／d uŋ／dʰ uŋ／d uŋ／d ung／dʰ oŋ","アイヌ語：「斯同火（県）」
＝「シ・エン・テュ・ウン・ハィ(si-en-tu-un-hay)」＝「極めて・突き出た・峰・にある・カジキマグロの顎（のような突き出た峰）」
アイヌ語：「壽同（県）」
＝「テュ・アゥ・テュン(tu-aw-tun)」＝「峰の・角、枝分かれの・間」","jomon2_bnum60.html"
"康州","谿子県","慶尚北道 漆谷郡 若木面","谿子県","大木県","若木県","上古音：「大」tʰ ɑd, dʰ ɑd／d at／dʰ ɑd／d ar／d adh
上古音：「木」m uk／m ɔk／m ûk／m ewk／m uk／m uk
随唐音：「谿」kʰ iei／kʰ iei／kʰ iɛi／kʰ iɛi／kh iei／kʰ iei
随唐音：「子」ts i／ts ǐə／ts i／ts i／ts ï／ts ǐə
随唐音：「若」ȵʑ i̯ak／ɽ ǐak／ȵ jɑk／ȵ iɑk／ńź jak／nʑ ǐɑk
随唐音：「木」m uk／m uk／m uk／m uk／m uk／m ok","アイヌ語：「大木（県）」
＝「テュ・アッ・ムク(tu-at-muk)」＝「峰が・たくさんある・ふさがっている（ところ）」
アイヌ語：「谿子（県）」
＝「キル・エ・エン・テュ・エ・エン(kir-e-en-tu-e-en)」＝「山脚が・そこで・突き出ている（ところ）・峰が・そこで・突き出ている（ところ）」
アイヌ語：「若木（県）」＝「ニ・アク・ムク(ni-ak-muk)」＝「棒の（ように細長い峰の）・弟（のように小さいもの）or矢を射る（ところ）が・ふさがっている（ところ）」","jomon2_bnum60.html"
"康州","新安県","慶尚北道 星州郡 星州邑","新安県","本彼県","京山府","上古音：「本」p wən／p uən／p uə̂n／p wən／p ənx
上古音：「彼」p ia／p ǐai／p jua／p iwa／p jiarx
随唐音：「新」s i̯ĕn／s ǐěn／s jen／s iɪn／s jĕn／s ǐen
随唐音：「安」ʔ ɑn／0 ɑn／ʔ ɑn／ʔ ɑn／· ân／ʔ ɑn
随唐音：「京」k i̯ɐŋ／k ǐɐŋ／k jɐŋ／k iaŋ／k jɐng／k ǐaŋ
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「本彼（県）」
＝「ピル・エ・エン・ピル・アゥ(pir-e-en-pir-aw)」＝「傷（のように切り刻まれた峰）が・そこで・突き出ている・傷の（ように切り刻まれた峰の）・角、枝分かれ」
アイヌ語：「新安（県）」
＝「シル・エ・エン・アゥ・ウン(sir-e-en-aw-un)」＝「山が・そこで・突き出ている・角、枝分かれ（の峰）・にある（ところ）」
アイヌ語：「京山（府）」
＝「キル・アゥ・ウン・シル・エ・エン(kir-aw-un-sir-e-en)」＝「山脚の・角、枝分かれ・にある・山が・そこで・突き出ている（ところ）」","jomon2_bnum60.html"
"康州","都山県","慶尚北道 星州郡 金水江山面","都山県","狄山県","未詳","上古音：「狄」dʰ iek／d iek／dʰ iek／d ek／d ik
上古音：「山」s ăn／ʃ ean／- -／s rian／s rian
随唐音：「都」t uo／t u／t uo／t uo／t uo／t u
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「狄山（県）」
＝「テク・シル・エ・エン(tek-sir-e-en)」＝「腕の（ように伸びた峰の）・山が・そこで・突き出ている（ところ）」
アイヌ語：「都山（県）」
＝「テュ・オ・シル・エ・エン(tu-o-sir-e-en)」＝「峰が・たくさんある・山が・そこで・突き出ている（ところ）」","jomon2_bnum60.html"
"武州","武州","光州市","武州","武珍州","光州","随唐音：「武」m i̯u／m ǐu／m juo／m iuo／m ju／ɱ ǐu
随唐音：「珍」ȶ i̯ĕn／ȶ ǐěn／ȶ jen／ʈ iɪn／ṭ jĕn／ȶʰ ǐen
随唐音：「光」k wɑŋ／k uɑŋ／k uɑŋ／k uɑn／k wâng／k uɑŋ","アイヌ語：「武珍（州）」＝「ムィ・オ・テュ・エ・エン(muy-o-tu-e-en)」＝「頂が・たくさんある・峰が・そこで・突き出ている（ところ）」
アイヌ語：「武（州）」＝「ムィ・オ(muy-o)」＝「頂が・たくさんある（ところ）」
アイヌ語：「光（州）」＝「ク・アゥ・ウン(ku-aw-un)」＝「矢（先のような形の峰）の・角、枝分かれ（ところ）」","jomon2_bnum61.html"
"武州","玄雄県","全羅南道 羅州市 南平邑 南平里","玄雄県","未冬夫里県","南平県","上古音：「未」m i̯wəd／m ǐwəi／m juə̆d／m jwər／m jədh
上古音：「冬」t／t uŋ／t ôŋ／t əwŋ／t əngw
上古音：「夫」bʰ i̯wo／b ǐwa／bʰ juaɡ／b jwaɣ／b jag
上古音：「夫」p i̯wo／p ǐwa／p juaɡ／p jwaɣ／p jag
上古音：「里」i̯əɡ／l ǐə／l jəɡ／l iəɣ／l jəgx
随唐音：「玄」ɣ iwen／ɣ iwen／ɣ iuɛn／ɣ iuɛn／ɣ iwen／ɣ iuen
随唐音：「雄」j i̯uŋ／ɣ ǐuŋ／ɣ juŋ／j iuŋ／j ung／j ǐoŋ
随唐音：「南」n ɑ̆m／n ɒm／n Am／n em／n ậm／n əm
随唐音：「平」bʰ i̯wɐŋ／b ǐɐŋ／bʰ jɐŋ／b iaŋ／b jɐng／bʰ ǐaŋ","アイヌ語：「未冬夫里（県）」
＝「ムィ・エ・エン・テュ・ウン・ピル・アゥ・リ・エン(muy-e-en-tu-un-pir-aw-ri-en)」＝「頂が・そこで・突き出ている・峰・にある・傷の（切り刻まれたような）・角、枝分かれの・高く・突き出ている（ところ）」
アイヌ語：「玄雄（県）」
＝「キル・エ・エン・キル・ウン(kir-e-en-kir-un)」＝「山脚が・そこで・突き出ている・山脚・にある（ところ）」
or「キル・エ・エン・イ・ウン(kir-e-en-i-un)」＝「山脚が・そこで・突き出ている・それ・にある（ところ）」
アイヌ語：「南平（県）」
＝「ナン・ピル・アゥ・ウン(nan-pir-aw-un)」＝「斜面の・傷の（切り刻まれたような）・角、枝分かれ・ある（ところ）」","jomon2_bnum61.html"
"武州","龍山県","光州広域市 光山区 伏龍洞","龍山県","伏龍県","伏龍県","上古音：「伏」bʰ i̯ŭk／b ǐwək／bʰ juə̆k／b jwək／b jək
上古音：「龍」l i̯uŋ／l ǐwɔŋ／l juŋ／l iewŋ／l jung
随唐音：「龍」l i̯woŋ／l ǐwoŋ／l juoŋ／l iuoŋ／l jwong／l ǐuŋ
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「伏龍（県）」
＝「ピル・アク・レル・ウン(pir-ak-rer-un)」＝「傷の（ように切り刻まれた）・弟の（ように小さい）・山陰・にある（ところ）」
アイヌ語：「龍山（県）」＝「レル・アゥ・ウン・シル・エ・エン(rer-aw-un-sir-e-en)」＝「山陰の・角、枝分かれ・にある・山が・そこで・突き出ている（ところ）」","jomon2_bnum61.html"
"武州","祁陽県","全羅南道 潭陽郡 昌平面","祁陽県","屈支県","昌平県","上古音：「屈」kʰ i̯wət／kʰ ǐwət／kʰ juə̆t／kʰ jwət／khw jət
上古音：「支」ȶ i̯ĕɡ／ȶ ǐe／c jeɡ／t jieɣ／k rjig
随唐音：「祁」ɡʰ ji／g i／ɡʰ jĕi／ɡ iei／g ji／ɡʰ ǐe
随唐音：「陽」0 i̯aŋ／j ǐaŋ／0 jɑŋ／0 iɑŋ／ji ang／0 ǐɑŋ
随唐音：「昌」tɕʰ i̯aŋ／tɕʰ ǐaŋ／tɕʰ jɑŋ／tɕʰ iɑŋ／tśh jang／tɕʰ ǐɑŋ
随唐音：「平」bʰ i̯wɐŋ／b ǐɐŋ／bʰ jɐŋ／b iaŋ／b jɐng／bʰ ǐaŋ","アイヌ語：「屈支（県）」
＝「キル・アッ・テュ・エ・エン(kir-at-tu-e-en)」＝「山脚が・たくさんある・峰が・そこで・突き出ている（ところ）」
アイヌ語：「祁陽（県）」
＝「キル・エ・エン・イ・アゥ・ウン(kir-e-en-i-aw-un)」＝「山脚が・そこで・突き出ている・その・角、枝分かれ・にある（ところ）」
アイヌ語：「昌平（県）」
＝「テュ・アゥ・ウン・ピル・アゥ・ウン(tu-aw-un-pir-aw-un)」＝「峰の・角、枝分かれ・にある（ところ）・傷の（ように切り刻まれた峰の）・角、枝分かれ・にある（ところ）」","jomon2_bnum61.html"
"武州","分嶺郡","全羅南道 順天市 楽安面","分嶺郡","分嵯郡","樂安郡","上古音：「分」p i̯wən／p ǐwən／p juə̆n／p jwən／p jən
上古音：「分」bʰ i̯wən／b ǐwən／bʰ juə̆n／b jwən／b jənh
上古音：「嵳」- -／dz ai／dzʰ ɑ／dz a／dz ar
随唐音：「分」p i̯uən／p ǐuən／p juən／p iuən／p juən／pf ǐuən
随唐音：「分」bʰ i̯uən／b ǐuən／bʰ juən／b iuən／b juən／bvʰ ǐuən
随唐音：「嶺」- -／l ǐɛŋ／l jɛŋ／l iæŋ／l jäng／l ǐɛŋ
随唐音：「樂」ŋ ɔk／ŋ ɔk／ŋ ɔk／ŋ ok／ng åk／ŋ ɔk
随唐音：「樂」l ɑk／l ɑk／l ɑk／l ɑk／l âk／l ɑk
随唐音：「安」ʔ ɑn／0 ɑn／ʔ ɑn／ʔ ɑn／· ân／ʔ ɑn","アイヌ語：「分嵯（郡）」
＝「ピル・エ・エン・テュ・アゥ(pir-e-en-tu-aw)」＝「傷（のように切り刻まれたもの）が・そこで・突き出ている・峰の・角、枝分かれ」
アイヌ語：「分嶺（郡）」
＝「ピル・エ・エン・リ・エン(pir-e-en-ri-en)」＝「傷（のように切り刻まれたもの）が・そこで・突き出ている・高く・突き出ている（ところ）」
アイヌ語：「樂安（郡）」
＝「キル・アク・アゥ・ウン(kir-ak-aw-un)」＝「山脚の・弟の（ように小さいものの）or矢を射る・角、枝分かれ・にある（ところ）」","jomon2_bnum61.html"
"武州","忠烈県","全羅南道 高興郡 南陽面","忠烈県","助助禮県","南陽県","上古音：「助」dʐʰ i̯o／dʒ ǐa／dzʰ aɡ／dz iaɣ／dz rjagh
上古音：「禮」l iər／l iei／l ied／l er／l idx
随唐音：「忠」ȶ i̯uŋ／ȶ ǐuŋ／ȶ juŋ／ʈ iuŋ／ṭ jung／ȶ ǐoŋ
随唐音：「烈」l i̯ɛt／l ǐɛt／l jæt／l iæt／l jät／l ǐɛt
随唐音：「南」n ɑ̆m／n ɒm／n Am／n em／n ậm／n əm
随唐音：「陽」0 i̯aŋ／j ǐaŋ／0 jɑŋ／0 iɑŋ／ji ang／0 ǐɑŋ","アイヌ語：「助助禮（県）」
＝「テュ・アゥ・テュ・アゥ・リ・エン(tu-aw-tu-aw-ri-en)」＝「峰の・角、枝分かれ・峰の・角、枝分かれが・高く・突き出ている（ところ）」※たくさんの峰の枝分かれの高いところ。
アイヌ語：「忠烈（県）」
＝「テュ・ウン・リ・エ・アッ(tu-un-ri-e-at)」＝「峰・にある・高い・頭、岬が・たくさんある（ところ）」
アイヌ語：「南陽（県）」
＝「ナン・イ・アゥ・ウン(nan-i-aw-un)」＝「斜面の・その・角、枝分かれ・にある（ところ）」","jomon2_bnum61.html"
"武州","兆陽県","全羅南道 宝城郡 鳥城面 鳥城里","兆陽県","冬老県","兆陽県","上古音：「冬」t／t uŋ／t ôŋ／t əwŋ／t əngw
上古音：「老」l ／ l u／l ôɡ／l əw／l əgwx
随唐音：「兆」ȡʰ i̯ɛu／ȡ ǐɛu／ȡʰ jæu／ɖ iæu／ḍ jäu／ȡʰ ǐɛu
随唐音：「陽」0 i̯aŋ／j ǐaŋ／0 jɑŋ／0 iɑŋ／ji ang／0 ǐɑŋ","アイヌ語：「冬老（県）」
＝「テュ・ウン・ル・アゥ(tu-un-ru-aw)」＝「峰・にある・消えかかった・角、枝分かれ」
アイヌ語：「兆陽（県）」
＝「テュ・アゥ・イ・アゥ・ウン(tu-aw-i-aw-un)」＝「峰、岬の・角、枝分かれ・その・角、枝分かれ・にある（ところ）」","jomon2_bnum61.html"
"武州","薑原県","全羅南道 高興郡 豆原面","薑原県","豆肸県","荳原県","上古音：「豆」dʰ u／d ɔ／dʰ û／d ew／d ugh
上古音：「肸」- -／- -／x jət／x iət／h jət
随唐音：「薑」k i̯aŋ／k ǐaŋ／k jɑŋ／k iɑŋ／k jang／ɡʰ ǐɑŋ
随唐音：「原」ŋ i̯wɐn／ŋ ǐwɐn／ŋ juɐn／ŋ iuɑn／ng jwɐn／ŋ ǐuɐn
随唐音：「荳」- -／d əu／dʰ u／d əu／d ə̆u／dʰ ou","アイヌ語：「豆肸（県）」
＝「テュ・ハィ・アッ(tu-hay-at)」＝「峰の・カジキマグロの顎（のように突き出た峰）が・たくさんある（ところ）」
アイヌ語：「薑原（県）」＝「キル・アゥ・ウン・キル・アゥ・ウン(kir-aw-un-kir-aw-un)」＝「山脚の・角、枝分かれ・にある（ところ）・山脚の・角、枝分かれ・にある（ところ）」※たくさんの山の角、枝分かれ。
アイヌ語：「荳原（県）」
＝「テュ・アゥ・ウン・キル・アゥ・ウン(tu-aw-un-kir-aw-un)」＝「峰の・角、枝分かれ・にある（ところ）・山脚の・角、枝分かれ・にある（ところ）」","jomon2_bnum61.html"
"武州","栢舟県","全羅南道 宝城郡 筏橋邑 筏橋里","栢舟県","比史県","泰江県","上古音：「比」bʰ i̯ər／b ǐei／bʰ jed／b jier／b jid
上古音：「比」p i̯ər／p ǐei／p jed／p jier／p jidx
上古音：「史」sl i̯əɡ／ʃ ǐə／s əɡ／s iəɣ／sl jəgx
随唐音：「柏」p ɐk／p ɐk／p ɐk／p ak／p ɐk／p ak
随唐音：「舟」tɕ i̯ə̯u／tɕ ǐəu／tɕ ju／tɕ iəu／tś jə̆u／tɕ ǐou
随唐音：「泰」tʰ ɑi／tʰ ɑi／tʰ ɑi／tʰ ɑi／th âi／tʰ ai
随唐音：「江」k ɔŋ／k ɔŋ／k ɔŋ／k oŋ／k ång／k ɔŋ","アイヌ語：「比史（県）」
＝「ピル・エ・エン・シル・エ・エン(pir-e-en-sir-e-en)」＝「傷（のように切り刻まれたもの）が・そこで・突き出ている（ところ）・山）が・そこで・突き出ている（ところ）」
アイヌ語：「栢舟（県）」
＝「パ・アク・テュ・アゥ(pa-ak-tu-aw)」＝「頭、岬の・弟の（ように小さい）or矢を射る・峰の・角、枝分かれ」
アイヌ語：「泰江（県）」
＝「テュ・アィ・ク・アゥ・ウン(tu-ay-ku-aw-un)」＝「峰の・カジキマグロの顎の（ように突き出た）・矢（先のような形の峰）の・角、枝分かれ・にある（ところ）」","jomon2_bnum61.html"
"武州","寶城郡","全羅南道 宝城郡 宝城邑","寶城郡","伏忽郡","寶城郡","上古音：「伏」bʰ i̯ŭk／b ǐwək／bʰ juə̆k／b jwək／b jək
上古音：「忽」xm wət／h uət／m̥ uə̂t／xm wət／hm ət
随唐音：「寶」p ɑu／p ɑu／p ɑu／p ɑu／p âu／p ɑu
随唐音：「城」ʑ i̯ɛŋ／ʑ ǐɛŋ／ʑ jɛŋ／dʑ iæŋ／ź jäng／ʑ ǐɛŋ","アイヌ語：「伏忽（郡）」
＝「ピル・アク・ムィ・アッ(pir-ak-muy-at)」＝「傷の（ように切り刻まれた）・弟の（ように小さい）or矢を射る・頭が・たくさんある（ところ）」
アイヌ語：「寶城（郡）」＝「パ・アゥ・テュ・エ・エン(pa-aw-tu-e-en)」＝「頭の・角、枝分かれの・峰が・そこで・突き出ている（ところ）」","jomon2_bnum61.html"
"武州","代勞県","全羅南道 長興郡 冠山邑","代勞県","馬斯良県","曾寧県","上古音：「馬」m ɔ／m ea／m uăɡ／m rwaɣ／m ragx
上古音：「斯」s i̯ĕɡ／s ǐe／s jeɡ／s jieɣ／s jig
上古音：「良」l i̯aŋ／l ǐaŋ／l jaŋ／l iaŋ／l jang
随唐音：「代」dʰ ɑ̌i／d ɒi／dʰ Ai／d əi／d ậi／dʰ əi
随唐音：「勞」l ɑu／l ɑu／l ɑu／l ɑu／l âu／l ɑu
随唐音：「曾」ts əŋ／ts əŋ／ts əŋ／ts əŋ／ts əng／ts əŋ
随唐音：「曾」dzʰ əŋ／dz əŋ／dzʰ əŋ／dz əŋ／dz əng／dzʰ əŋ
随唐音：「寧」n ieŋ／n ieŋ／n ieŋ／n iɛŋ／n ieng／n ieŋ","アイヌ語：「馬斯良（県）」
＝「ム・アク・シル・エ・エン・リ・アゥ・ウン(mu-ak-sir-e-en-ri-aw-un)」＝「ふさがっている・弟の（ように小さい）or矢を射る・山が・そこで・突き出ている・高い・角、枝分かれ・にある（ところ）」
アイヌ語：「代勞（県）」
＝「テュ・アィ・ル・アゥ(tu-ay-ru-aw)」＝「峰の・矢、カジキマグロの顎の（ように鋭く尖ったものの）・跡の・角、枝分かれ」※消えかかって短くなった鋭く突き出た峰。
アイヌ語：「曾寧（県）」
＝「テュ・エ・エン・ニ・エ・エン(tu-e-en-ni-e-en)」＝「峰が・そこで・突き出ている（ところ）・棒（のように細長い峰）が・そこで・突き出ている（ところ）」","jomon2_bnum61.html"
